nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
East Of England,2021-05-25,0,10502,0,775,0,11277,FALSE
East Of England,2021-05-26,2,10504,0,775,2,11279,FALSE
East Of England,2021-05-27,0,10504,1,776,1,11280,FALSE
East Of England,2021-05-28,0,10504,0,776,0,11280,FALSE
East Of England,2021-05-29,0,10504,0,776,0,11280,FALSE
East Of England,2021-05-30,1,10505,1,777,2,11282,FALSE
East Of England,2021-05-31,1,10506,0,777,1,11283,FALSE
East Of England,2021-06-01,0,10506,0,777,0,11283,FALSE
East Of England,2021-06-02,1,10507,1,778,2,11285,FALSE
East Of England,2021-06-03,0,10507,0,778,0,11285,FALSE
East Of England,2021-06-04,0,10507,0,778,0,11285,FALSE
East Of England,2021-06-05,0,10507,0,778,0,11285,TRUE
East Of England,2021-06-06,0,10507,0,778,0,11285,TRUE
East Of England,2021-06-07,0,10507,0,778,0,11285,TRUE
East Of England,2021-06-08,1,10508,0,778,1,11286,TRUE
East Of England,2021-06-09,0,10508,0,778,0,11286,TRUE
London,2020-02-29,0,0,0,0,0,0,FALSE
London,2020-03-01,0,0,0,0,0,0,FALSE
London,2020-03-02,0,0,0,0,0,0,FALSE
London,2020-03-03,0,0,0,0,0,0,FALSE
London,2020-03-04,0,0,0,0,0,0,FALSE
London,2020-03-05,0,0,0,0,0,0,FALSE
London,2020-03-06,1,1,0,0,1,1,FALSE
London,2020-03-07,0,1,0,0,0,1,FALSE
London,2020-03-08,0,1,0,0,0,1,FALSE
London,2020-03-09,1,2,0,0,1,2,FALSE
London,2020-03-10,0,2,0,0,0,2,FALSE
London,2020-03-11,5,7,0,0,5,7,FALSE
London,2020-03-12,6,13,0,0,6,13,FALSE
London,2020-03-13,10,23,0,0,10,23,FALSE
London,2020-03-14,13,36,0,0,13,36,FALSE
London,2020-03-15,9,45,0,0,9,45,FALSE
London,2020-03-16,15,60,0,0,15,60,FALSE
London,2020-03-17,23,83,0,0,23,83,FALSE
London,2020-03-18,28,111,0,0,28,111,FALSE
London,2020-03-19,25,136,0,0,25,136,FALSE
London,2020-03-20,44,180,0,0,44,180,FALSE
London,2020-03-21,49,229,0,0,49,229,FALSE
London,2020-03-22,54,283,0,0,54,283,FALSE
London,2020-03-23,63,346,0,0,63,346,FALSE
London,2020-03-24,86,432,0,0,86,432,FALSE
London,2020-03-25,112,544,0,0,112,544,FALSE
London,2020-03-26,130,674,0,0,130,674,FALSE
London,2020-03-27,130,804,0,0,130,804,FALSE
London,2020-03-28,123,927,0,0,123,927,FALSE
London,2020-03-29,145,1072,0,0,145,1072,FALSE
London,2020-03-30,151,1223,0,0,151,1223,FALSE
London,2020-03-31,183,1406,0,0,183,1406,FALSE
London,2020-04-01,202,1608,0,0,202,1608,FALSE
London,2020-04-02,191,1799,0,0,191,1799,FALSE
London,2020-04-03,199,1998,0,0,199,1998,FALSE
London,2020-04-04,231,2229,0,0,231,2229,FALSE
London,2020-04-05,195,2424,0,0,195,2424,FALSE
London,2020-04-06,198,2622,0,0,198,2622,FALSE
London,2020-04-07,220,2842,0,0,220,2842,FALSE
London,2020-04-08,239,3081,0,0,239,3081,FALSE
London,2020-04-09,207,3288,0,0,207,3288,FALSE
London,2020-04-10,171,3459,0,0,171,3459,FALSE
London,2020-04-11,178,3637,0,0,178,3637,FALSE
London,2020-04-12,159,3796,0,0,159,3796,FALSE
London,2020-04-13,166,3962,0,0,166,3962,FALSE
London,2020-04-14,143,4105,0,0,143,4105,FALSE
London,2020-04-15,143,4248,0,0,143,4248,FALSE
London,2020-04-16,140,4388,0,0,140,4388,FALSE
London,2020-04-17,101,4489,0,0,101,4489,FALSE
London,2020-04-18,101,4590,0,0,101,4590,FALSE
London,2020-04-19,104,4694,0,0,104,4694,FALSE
London,2020-04-20,96,4790,0,0,96,4790,FALSE
London,2020-04-21,96,4886,0,0,96,4886,FALSE
London,2020-04-22,109,4995,0,0,109,4995,FALSE
London,2020-04-23,77,5072,0,0,77,5072,FALSE
London,2020-04-24,71,5143,8,8,79,5151,FALSE
London,2020-04-25,58,5201,9,17,67,5218,FALSE
London,2020-04-26,53,5254,8,25,61,5279,FALSE
London,2020-04-27,52,5306,7,32,59,5338,FALSE
London,2020-04-28,44,5350,6,38,50,5388,FALSE
London,2020-04-29,45,5395,11,49,56,5444,FALSE
London,2020-04-30,40,5435,9,58,49,5493,FALSE
London,2020-05-01,41,5476,6,64,47,5540,FALSE
London,2020-05-02,41,5517,8,72,49,5589,FALSE
London,2020-05-03,36,5553,10,82,46,5635,FALSE
London,2020-05-04,30,5583,7,89,37,5672,FALSE
London,2020-05-05,25,5608,7,96,32,5704,FALSE
London,2020-05-06,37,5645,9,105,46,5750,FALSE
London,2020-05-07,37,5682,6,111,43,5793,FALSE
London,2020-05-08,31,5713,4,115,35,5828,FALSE
London,2020-05-09,23,5736,2,117,25,5853,FALSE
London,2020-05-10,26,5762,4,121,30,5883,FALSE
London,2020-05-11,18,5780,10,131,28,5911,FALSE
London,2020-05-12,18,5798,5,136,23,5934,FALSE
London,2020-05-13,17,5815,1,137,18,5952,FALSE
London,2020-05-14,20,5835,2,139,22,5974,FALSE
London,2020-05-15,19,5854,7,146,26,6000,FALSE
London,2020-05-16,14,5868,3,149,17,6017,FALSE
London,2020-05-17,16,5884,3,152,19,6036,FALSE
London,2020-05-18,11,5895,3,155,14,6050,FALSE
London,2020-05-19,14,5909,2,157,16,6066,FALSE
London,2020-05-20,19,5928,5,162,24,6090,FALSE
London,2020-05-21,12,5940,1,163,13,6103,FALSE
London,2020-05-22,10,5950,2,165,12,6115,FALSE
London,2020-05-23,6,5956,3,168,9,6124,FALSE
London,2020-05-24,7,5963,4,172,11,6135,FALSE
London,2020-05-25,9,5972,1,173,10,6145,FALSE
London,2020-05-26,14,5986,5,178,19,6164,FALSE
London,2020-05-27,7,5993,2,180,9,6173,FALSE
London,2020-05-28,8,6001,2,182,10,6183,FALSE
London,2020-05-29,7,6008,1,183,8,6191,FALSE
London,2020-05-30,12,6020,1,184,13,6204,FALSE
London,2020-05-31,6,6026,3,187,9,6213,FALSE
London,2020-06-01,10,6036,2,189,12,6225,FALSE
London,2020-06-02,8,6044,1,190,9,6234,FALSE
London,2020-06-03,6,6050,0,190,6,6240,FALSE
London,2020-06-04,8,6058,1,191,9,6249,FALSE
London,2020-06-05,4,6062,1,192,5,6254,FALSE
London,2020-06-06,0,6062,3,195,3,6257,FALSE
London,2020-06-07,5,6067,2,197,7,6264,FALSE
London,2020-06-08,5,6072,0,197,5,6269,FALSE
London,2020-06-09,5,6077,1,198,6,6275,FALSE
London,2020-06-10,8,6085,1,199,9,6284,FALSE
London,2020-06-11,5,6090,0,199,5,6289,FALSE
London,2020-06-12,3,6093,2,201,5,6294,FALSE
London,2020-06-13,3,6096,2,203,5,6299,FALSE
London,2020-06-14,3,6099,1,204,4,6303,FALSE
London,2020-06-15,1,6100,0,204,1,6304,FALSE
London,2020-06-16,2,6102,0,204,2,6306,FALSE
London,2020-06-17,1,6103,2,206,3,6309,FALSE
London,2020-06-18,2,6105,0,206,2,6311,FALSE
London,2020-06-19,5,6110,1,207,6,6317,FALSE
London,2020-06-20,3,6113,1,208,4,6321,FALSE
London,2020-06-21,4,6117,0,208,4,6325,FALSE
London,2020-06-22,2,6119,0,208,2,6327,FALSE
London,2020-06-23,1,6120,1,209,2,6329,FALSE
London,2020-06-24,4,6124,0,209,4,6333,FALSE
London,2020-06-25,3,6127,2,211,5,6338,FALSE
London,2020-06-26,2,6129,1,212,3,6341,FALSE
London,2020-06-27,1,6130,0,212,1,6342,FALSE
London,2020-06-28,2,6132,1,213,3,6345,FALSE
London,2020-06-29,2,6134,1,214,3,6348,FALSE
London,2020-06-30,1,6135,2,216,3,6351,FALSE
London,2020-07-01,3,6138,1,217,4,6355,FALSE
London,2020-07-02,2,6140,2,219,4,6359,FALSE
London,2020-07-03,2,6142,1,220,3,6362,FALSE
London,2020-07-04,1,6143,1,221,2,6364,FALSE
London,2020-07-05,3,6146,1,222,4,6368,FALSE
London,2020-07-06,2,6148,0,222,2,6370,FALSE
London,2020-07-07,1,6149,0,222,1,6371,FALSE
London,2020-07-08,3,6152,0,222,3,6374,FALSE
London,2020-07-09,4,6156,0,222,4,6378,FALSE
London,2020-07-10,0,6156,1,223,1,6379,FALSE
London,2020-07-11,1,6157,0,223,1,6380,FALSE
London,2020-07-12,1,6158,0,223,1,6381,FALSE
London,2020-07-13,1,6159,0,223,1,6382,FALSE
London,2020-07-14,0,6159,0,223,0,6382,FALSE
London,2020-07-15,2,6161,0,223,2,6384,FALSE
London,2020-07-16,0,6161,0,223,0,6384,FALSE
London,2020-07-17,0,6161,0,223,0,6384,FALSE
London,2020-07-18,2,6163,0,223,2,6386,FALSE
London,2020-07-19,0,6163,1,224,1,6387,FALSE
London,2020-07-20,0,6163,1,225,1,6388,FALSE
London,2020-07-21,1,6164,1,226,2,6390,FALSE
London,2020-07-22,0,6164,2,228,2,6392,FALSE
London,2020-07-23,2,6166,2,230,4,6396,FALSE
London,2020-07-24,0,6166,1,231,1,6397,FALSE
London,2020-07-25,1,6167,0,231,1,6398,FALSE
London,2020-07-26,0,6167,0,231,0,6398,FALSE
London,2020-07-27,1,6168,0,231,1,6399,FALSE
London,2020-07-28,0,6168,2,233,2,6401,FALSE
London,2020-07-29,0,6168,0,233,0,6401,FALSE
London,2020-07-30,1,6169,0,233,1,6402,FALSE
London,2020-07-31,0,6169,0,233,0,6402,FALSE
London,2020-08-01,0,6169,0,233,0,6402,FALSE
London,2020-08-02,3,6172,1,234,4,6406,FALSE
London,2020-08-03,0,6172,0,234,0,6406,FALSE
London,2020-08-04,0,6172,1,235,1,6407,FALSE
London,2020-08-05,0,6172,0,235,0,6407,FALSE
London,2020-08-06,1,6173,1,236,2,6409,FALSE
London,2020-08-07,0,6173,0,236,0,6409,FALSE
London,2020-08-08,0,6173,0,236,0,6409,FALSE
London,2020-08-09,0,6173,0,236,0,6409,FALSE
London,2020-08-10,0,6173,1,237,1,6410,FALSE
London,2020-08-11,1,6174,1,238,2,6412,FALSE
London,2020-08-12,0,6174,0,238,0,6412,FALSE
London,2020-08-13,2,6176,0,238,2,6414,FALSE
London,2020-08-14,0,6176,1,239,1,6415,FALSE
London,2020-08-15,0,6176,0,239,0,6415,FALSE
London,2020-08-16,0,6176,0,239,0,6415,FALSE
London,2020-08-17,1,6177,0,239,1,6416,FALSE
London,2020-08-18,1,6178,0,239,1,6417,FALSE
London,2020-08-19,0,6178,0,239,0,6417,FALSE
London,2020-08-20,1,6179,1,240,2,6419,FALSE
London,2020-08-21,0,6179,0,240,0,6419,FALSE
London,2020-08-22,0,6179,0,240,0,6419,FALSE
London,2020-08-23,0,6179,1,241,1,6420,FALSE
London,2020-08-24,1,6180,1,242,2,6422,FALSE
London,2020-08-25,1,6181,0,242,1,6423,FALSE
London,2020-08-26,0,6181,0,242,0,6423,FALSE
London,2020-08-27,0,6181,1,243,1,6424,FALSE
London,2020-08-28,0,6181,0,243,0,6424,FALSE
London,2020-08-29,0,6181,0,243,0,6424,FALSE
London,2020-08-30,0,6181,0,243,0,6424,FALSE
London,2020-08-31,1,6182,0,243,1,6425,FALSE
London,2020-09-01,0,6182,0,243,0,6425,FALSE
London,2020-09-02,1,6183,0,243,1,6426,FALSE
London,2020-09-03,1,6184,0,243,1,6427,FALSE
London,2020-09-04,0,6184,0,243,0,6427,FALSE
London,2020-09-05,0,6184,0,243,0,6427,FALSE
London,2020-09-06,2,6186,0,243,2,6429,FALSE
London,2020-09-07,0,6186,0,243,0,6429,FALSE
London,2020-09-08,0,6186,1,244,1,6430,FALSE
London,2020-09-09,0,6186,0,244,0,6430,FALSE
London,2020-09-10,2,6188,2,246,4,6434,FALSE
London,2020-09-11,1,6189,1,247,2,6436,FALSE
London,2020-09-12,1,6190,0,247,1,6437,FALSE
London,2020-09-13,0,6190,0,247,0,6437,FALSE
London,2020-09-14,0,6190,0,247,0,6437,FALSE
London,2020-09-15,1,6191,2,249,3,6440,FALSE
London,2020-09-16,2,6193,0,249,2,6442,FALSE
London,2020-09-17,2,6195,1,250,3,6445,FALSE
London,2020-09-18,1,6196,1,251,2,6447,FALSE
London,2020-09-19,3,6199,3,254,6,6453,FALSE
London,2020-09-20,3,6202,0,254,3,6456,FALSE
London,2020-09-21,2,6204,0,254,2,6458,FALSE
London,2020-09-22,6,6210,0,254,6,6464,FALSE
London,2020-09-23,4,6214,1,255,5,6469,FALSE
London,2020-09-24,3,6217,0,255,3,6472,FALSE
London,2020-09-25,1,6218,0,255,1,6473,FALSE
London,2020-09-26,1,6219,1,256,2,6475,FALSE
London,2020-09-27,1,6220,0,256,1,6476,FALSE
London,2020-09-28,3,6223,1,257,4,6480,FALSE
London,2020-09-29,7,6230,0,257,7,6487,FALSE
London,2020-09-30,6,6236,1,258,7,6494,FALSE
London,2020-10-01,4,6240,1,259,5,6499,FALSE
London,2020-10-02,1,6241,0,259,1,6500,FALSE
London,2020-10-03,3,6244,1,260,4,6504,FALSE
London,2020-10-04,2,6246,0,260,2,6506,FALSE
London,2020-10-05,7,6253,0,260,7,6513,FALSE
London,2020-10-06,4,6257,1,261,5,6518,FALSE
London,2020-10-07,6,6263,1,262,7,6525,FALSE
London,2020-10-08,6,6269,1,263,7,6532,FALSE
London,2020-10-09,7,6276,1,264,8,6540,FALSE
London,2020-10-10,3,6279,0,264,3,6543,FALSE
London,2020-10-11,5,6284,0,264,5,6548,FALSE
London,2020-10-12,7,6291,0,264,7,6555,FALSE
London,2020-10-13,4,6295,2,266,6,6561,FALSE
London,2020-10-14,6,6301,0,266,6,6567,FALSE
London,2020-10-15,13,6314,4,270,17,6584,FALSE
London,2020-10-16,6,6320,1,271,7,6591,FALSE
London,2020-10-17,2,6322,0,271,2,6593,FALSE
London,2020-10-18,5,6327,0,271,5,6598,FALSE
London,2020-10-19,11,6338,1,272,12,6610,FALSE
London,2020-10-20,8,6346,0,272,8,6618,FALSE
London,2020-10-21,14,6360,0,272,14,6632,FALSE
London,2020-10-22,12,6372,0,272,12,6644,FALSE
London,2020-10-23,7,6379,0,272,7,6651,FALSE
London,2020-10-24,18,6397,0,272,18,6669,FALSE
London,2020-10-25,10,6407,2,274,12,6681,FALSE
London,2020-10-26,10,6417,1,275,11,6692,FALSE
London,2020-10-27,12,6429,1,276,13,6705,FALSE
London,2020-10-28,23,6452,0,276,23,6728,FALSE
London,2020-10-29,14,6466,1,277,15,6743,FALSE
London,2020-10-30,17,6483,0,277,17,6760,FALSE
London,2020-10-31,7,6490,0,277,7,6767,FALSE
London,2020-11-01,17,6507,1,278,18,6785,FALSE
London,2020-11-02,16,6523,3,281,19,6804,FALSE
London,2020-11-03,10,6533,3,284,13,6817,FALSE
London,2020-11-04,18,6551,0,284,18,6835,FALSE
London,2020-11-05,17,6568,1,285,18,6853,FALSE
London,2020-11-06,12,6580,1,286,13,6866,FALSE
London,2020-11-07,21,6601,0,286,21,6887,FALSE
London,2020-11-08,15,6616,0,286,15,6902,FALSE
London,2020-11-09,28,6644,0,286,28,6930,FALSE
London,2020-11-10,14,6658,2,288,16,6946,FALSE
London,2020-11-11,15,6673,1,289,16,6962,FALSE
London,2020-11-12,16,6689,0,289,16,6978,FALSE
London,2020-11-13,14,6703,1,290,15,6993,FALSE
London,2020-11-14,21,6724,1,291,22,7015,FALSE
London,2020-11-15,18,6742,0,291,18,7033,FALSE
London,2020-11-16,29,6771,4,295,33,7066,FALSE
London,2020-11-17,29,6800,3,298,32,7098,FALSE
London,2020-11-18,23,6823,1,299,24,7122,FALSE
London,2020-11-19,24,6847,2,301,26,7148,FALSE
London,2020-11-20,20,6867,1,302,21,7169,FALSE
London,2020-11-21,19,6886,3,305,22,7191,FALSE
London,2020-11-22,29,6915,1,306,30,7221,FALSE
London,2020-11-23,19,6934,6,312,25,7246,FALSE
London,2020-11-24,27,6961,3,315,30,7276,FALSE
London,2020-11-25,30,6991,2,317,32,7308,FALSE
London,2020-11-26,25,7016,2,319,27,7335,FALSE
London,2020-11-27,28,7044,3,322,31,7366,FALSE
London,2020-11-28,23,7067,0,322,23,7389,FALSE
London,2020-11-29,40,7107,3,325,43,7432,FALSE
London,2020-11-30,19,7126,3,328,22,7454,FALSE
London,2020-12-01,28,7154,3,331,31,7485,FALSE
London,2020-12-02,30,7184,2,333,32,7517,FALSE
London,2020-12-03,27,7211,2,335,29,7546,FALSE
London,2020-12-04,30,7241,4,339,34,7580,FALSE
London,2020-12-05,26,7267,3,342,29,7609,FALSE
London,2020-12-06,25,7292,1,343,26,7635,FALSE
London,2020-12-07,30,7322,5,348,35,7670,FALSE
London,2020-12-08,35,7357,1,349,36,7706,FALSE
London,2020-12-09,28,7385,1,350,29,7735,FALSE
London,2020-12-10,31,7416,2,352,33,7768,FALSE
London,2020-12-11,27,7443,2,354,29,7797,FALSE
London,2020-12-12,33,7476,4,358,37,7834,FALSE
London,2020-12-13,33,7509,1,359,34,7868,FALSE
London,2020-12-14,39,7548,3,362,42,7910,FALSE
London,2020-12-15,49,7597,3,365,52,7962,FALSE
London,2020-12-16,38,7635,2,367,40,8002,FALSE
London,2020-12-17,58,7693,1,368,59,8061,FALSE
London,2020-12-18,43,7736,6,374,49,8110,FALSE
London,2020-12-19,42,7778,5,379,47,8157,FALSE
London,2020-12-20,55,7833,5,384,60,8217,FALSE
London,2020-12-21,60,7893,2,386,62,8279,FALSE
London,2020-12-22,59,7952,18,404,77,8356,FALSE
London,2020-12-23,58,8010,8,412,66,8422,FALSE
London,2020-12-24,65,8075,1,413,66,8488,FALSE
London,2020-12-25,82,8157,9,422,91,8579,FALSE
London,2020-12-26,82,8239,4,426,86,8665,FALSE
London,2020-12-27,92,8331,7,433,99,8764,FALSE
London,2020-12-28,89,8420,9,442,98,8862,FALSE
London,2020-12-29,110,8530,5,447,115,8977,FALSE
London,2020-12-30,101,8631,9,456,110,9087,FALSE
London,2020-12-31,110,8741,10,466,120,9207,FALSE
London,2021-01-01,114,8855,9,475,123,9330,FALSE
London,2021-01-02,126,8981,17,492,143,9473,FALSE
London,2021-01-03,107,9088,12,504,119,9592,FALSE
London,2021-01-04,151,9239,11,515,162,9754,FALSE
London,2021-01-05,149,9388,5,520,154,9908,FALSE
London,2021-01-06,148,9536,13,533,161,10069,FALSE
London,2021-01-07,159,9695,11,544,170,10239,FALSE
London,2021-01-08,140,9835,8,552,148,10387,FALSE
London,2021-01-09,148,9983,6,558,154,10541,FALSE
London,2021-01-10,162,10145,9,567,171,10712,FALSE
London,2021-01-11,163,10308,11,578,174,10886,FALSE
London,2021-01-12,172,10480,9,587,181,11067,FALSE
London,2021-01-13,168,10648,11,598,179,11246,FALSE
London,2021-01-14,159,10807,15,613,174,11420,FALSE
London,2021-01-15,149,10956,10,623,159,11579,FALSE
London,2021-01-16,161,11117,12,635,173,11752,FALSE
London,2021-01-17,170,11287,11,646,181,11933,FALSE
London,2021-01-18,187,11474,9,655,196,12129,FALSE
London,2021-01-19,182,11656,12,667,194,12323,FALSE
London,2021-01-20,161,11817,6,673,167,12490,FALSE
London,2021-01-21,182,11999,11,684,193,12683,FALSE
London,2021-01-22,143,12142,12,696,155,12838,FALSE
London,2021-01-23,141,12283,10,706,151,12989,FALSE
London,2021-01-24,130,12413,13,719,143,13132,FALSE
London,2021-01-25,128,12541,16,735,144,13276,FALSE
London,2021-01-26,119,12660,14,749,133,13409,FALSE
London,2021-01-27,115,12775,14,763,129,13538,FALSE
London,2021-01-28,109,12884,13,776,122,13660,FALSE
London,2021-01-29,97,12981,10,786,107,13767,FALSE
London,2021-01-30,88,13069,4,790,92,13859,FALSE
London,2021-01-31,91,13160,7,797,98,13957,FALSE
London,2021-02-01,80,13240,13,810,93,14050,FALSE
London,2021-02-02,100,13340,9,819,109,14159,FALSE
London,2021-02-03,108,13448,7,826,115,14274,FALSE
London,2021-02-04,64,13512,8,834,72,14346,FALSE
London,2021-02-05,86,13598,8,842,94,14440,FALSE
London,2021-02-06,62,13660,11,853,73,14513,FALSE
London,2021-02-07,71,13731,11,864,82,14595,FALSE
London,2021-02-08,66,13797,9,873,75,14670,FALSE
London,2021-02-09,60,13857,9,882,69,14739,FALSE
London,2021-02-10,72,13929,5,887,77,14816,FALSE
London,2021-02-11,50,13979,5,892,55,14871,FALSE
London,2021-02-12,53,14032,6,898,59,14930,FALSE
London,2021-02-13,45,14077,12,910,57,14987,FALSE
London,2021-02-14,43,14120,9,919,52,15039,FALSE
London,2021-02-15,38,14158,10,929,48,15087,FALSE
London,2021-02-16,51,14209,8,937,59,15146,FALSE
London,2021-02-17,44,14253,6,943,50,15196,FALSE
London,2021-02-18,44,14297,10,953,54,15250,FALSE
London,2021-02-19,42,14339,8,961,50,15300,FALSE
London,2021-02-20,28,14367,5,966,33,15333,FALSE
London,2021-02-21,37,14404,10,976,47,15380,FALSE
London,2021-02-22,31,14435,8,984,39,15419,FALSE
London,2021-02-23,23,14458,8,992,31,15450,FALSE
London,2021-02-24,26,14484,7,999,33,15483,FALSE
London,2021-02-25,21,14505,9,1008,30,15513,FALSE
London,2021-02-26,23,14528,8,1016,31,15544,FALSE
London,2021-02-27,18,14546,4,1020,22,15566,FALSE
London,2021-02-28,13,14559,5,1025,18,15584,FALSE
London,2021-03-01,26,14585,5,1030,31,15615,FALSE
London,2021-03-02,21,14606,5,1035,26,15641,FALSE
London,2021-03-03,8,14614,9,1044,17,15658,FALSE
London,2021-03-04,13,14627,5,1049,18,15676,FALSE
London,2021-03-05,18,14645,6,1055,24,15700,FALSE
London,2021-03-06,17,14662,6,1061,23,15723,FALSE
London,2021-03-07,12,14674,4,1065,16,15739,FALSE
London,2021-03-08,10,14684,6,1071,16,15755,FALSE
London,2021-03-09,10,14694,7,1078,17,15772,FALSE
London,2021-03-10,13,14707,0,1078,13,15785,FALSE
London,2021-03-11,12,14719,4,1082,16,15801,FALSE
London,2021-03-12,7,14726,2,1084,9,15810,FALSE
London,2021-03-13,9,14735,5,1089,14,15824,FALSE
London,2021-03-14,4,14739,3,1092,7,15831,FALSE
London,2021-03-15,7,14746,5,1097,12,15843,FALSE
London,2021-03-16,4,14750,4,1101,8,15851,FALSE
London,2021-03-17,10,14760,5,1106,15,15866,FALSE
London,2021-03-18,9,14769,1,1107,10,15876,FALSE
London,2021-03-19,5,14774,1,1108,6,15882,FALSE
London,2021-03-20,4,14778,1,1109,5,15887,FALSE
London,2021-03-21,5,14783,6,1115,11,15898,FALSE
London,2021-03-22,6,14789,3,1118,9,15907,FALSE
London,2021-03-23,2,14791,3,1121,5,15912,FALSE
London,2021-03-24,6,14797,4,1125,10,15922,FALSE
London,2021-03-25,2,14799,2,1127,4,15926,FALSE
London,2021-03-26,2,14801,1,1128,3,15929,FALSE
London,2021-03-27,4,14805,2,1130,6,15935,FALSE
London,2021-03-28,3,14808,2,1132,5,15940,FALSE
London,2021-03-29,1,14809,1,1133,2,15942,FALSE
London,2021-03-30,4,14813,1,1134,5,15947,FALSE
London,2021-03-31,5,14818,0,1134,5,15952,FALSE
London,2021-04-01,4,14822,2,1136,6,15958,FALSE
London,2021-04-02,4,14826,1,1137,5,15963,FALSE
London,2021-04-03,3,14829,3,1140,6,15969,FALSE
London,2021-04-04,0,14829,3,1143,3,15972,FALSE
London,2021-04-05,2,14831,2,1145,4,15976,FALSE
London,2021-04-06,1,14832,1,1146,2,15978,FALSE
London,2021-04-07,3,14835,0,1146,3,15981,FALSE
London,2021-04-08,4,14839,5,1151,9,15990,FALSE
London,2021-04-09,0,14839,3,1154,3,15993,FALSE
London,2021-04-10,4,14843,6,1160,10,16003,FALSE
London,2021-04-11,5,14848,0,1160,5,16008,FALSE
London,2021-04-12,0,14848,1,1161,1,16009,FALSE
London,2021-04-13,4,14852,2,1163,6,16015,FALSE
London,2021-04-14,1,14853,2,1165,3,16018,FALSE
London,2021-04-15,1,14854,2,1167,3,16021,FALSE
London,2021-04-16,4,14858,1,1168,5,16026,FALSE
London,2021-04-17,1,14859,2,1170,3,16029,FALSE
London,2021-04-18,2,14861,1,1171,3,16032,FALSE
London,2021-04-19,5,14866,1,1172,6,16038,FALSE
London,2021-04-20,2,14868,0,1172,2,16040,FALSE
London,2021-04-21,2,14870,0,1172,2,16042,FALSE
London,2021-04-22,1,14871,0,1172,1,16043,FALSE
London,2021-04-23,0,14871,0,1172,0,16043,FALSE
London,2021-04-24,2,14873,1,1173,3,16046,FALSE
London,2021-04-25,1,14874,1,1174,2,16048,FALSE
London,2021-04-26,0,14874,0,1174,0,16048,FALSE
London,2021-04-27,3,14877,0,1174,3,16051,FALSE
London,2021-04-28,3,14880,1,1175,4,16055,FALSE
London,2021-04-29,0,14880,1,1176,1,16056,FALSE
London,2021-04-30,2,14882,1,1177,3,16059,FALSE
London,2021-05-01,4,14886,1,1178,5,16064,FALSE
London,2021-05-02,1,14887,2,1180,3,16067,FALSE
London,2021-05-03,2,14889,1,1181,3,16070,FALSE
London,2021-05-04,2,14891,0,1181,2,16072,FALSE
London,2021-05-05,3,14894,1,1182,4,16076,FALSE
London,2021-05-06,0,14894,0,1182,0,16076,FALSE
London,2021-05-07,1,14895,0,1182,1,16077,FALSE
London,2021-05-08,0,14895,0,1182,0,16077,FALSE
London,2021-05-09,1,14896,0,1182,1,16078,FALSE
London,2021-05-10,1,14897,1,1183,2,16080,FALSE
London,2021-05-11,0,14897,0,1183,0,16080,FALSE
London,2021-05-12,0,14897,1,1184,1,16081,FALSE
London,2021-05-13,0,14897,0,1184,0,16081,FALSE
London,2021-05-14,1,14898,0,1184,1,16082,FALSE
London,2021-05-15,0,14898,1,1185,1,16083,FALSE
London,2021-05-16,2,14900,0,1185,2,16085,FALSE
London,2021-05-17,1,14901,0,1185,1,16086,FALSE
London,2021-05-18,1,14902,0,1185,1,16087,FALSE
London,2021-05-19,0,14902,0,1185,0,16087,FALSE
London,2021-05-20,1,14903,1,1186,2,16089,FALSE
London,2021-05-21,0,14903,2,1188,2,16091,FALSE
London,2021-05-22,0,14903,1,1189,1,16092,FALSE
London,2021-05-23,1,14904,1,1190,2,16094,FALSE
London,2021-05-24,1,14905,1,1191,2,16096,FALSE
London,2021-05-25,1,14906,0,1191,1,16097,FALSE
London,2021-05-26,5,14911,0,1191,5,16102,FALSE
London,2021-05-27,3,14914,0,1191,3,16105,FALSE
London,2021-05-28,0,14914,0,1191,0,16105,FALSE
London,2021-05-29,1,14915,0,1191,1,16106,FALSE
London,2021-05-30,2,14917,1,1192,3,16109,FALSE
London,2021-05-31,1,14918,1,1193,2,16111,FALSE
London,2021-06-01,0,14918,0,1193,0,16111,FALSE
London,2021-06-02,2,14920,0,1193,2,16113,FALSE
London,2021-06-03,1,14921,1,1194,2,16115,FALSE
London,2021-06-04,1,14922,0,1194,1,16116,FALSE
London,2021-06-05,0,14922,0,1194,0,16116,TRUE
London,2021-06-06,3,14925,1,1195,4,16120,TRUE
London,2021-06-07,0,14925,2,1197,2,16122,TRUE
London,2021-06-08,1,14926,0,1197,1,16123,TRUE
London,2021-06-09,0,14926,0,1197,0,16123,TRUE
Midlands,2020-02-29,0,0,0,0,0,0,FALSE
Midlands,2020-03-01,0,0,0,0,0,0,FALSE
Midlands,2020-03-02,0,0,0,0,0,0,FALSE
Midlands,2020-03-03,1,1,0,0,1,1,FALSE
Midlands,2020-03-04,0,1,0,0,0,1,FALSE
Midlands,2020-03-05,0,1,0,0,0,1,FALSE
Midlands,2020-03-06,0,1,0,0,0,1,FALSE
Midlands,2020-03-07,0,1,0,0,0,1,FALSE
Midlands,2020-03-08,2,3,0,0,2,3,FALSE
